feature_value,shap_value,actual_label
-0.15674267230886446,-0.027666609531891255,0
0.3119492963508062,0.015239965063075596,0
-0.4095499962402463,-0.04525143702428281,0
2.4753168880259095,0.033976112959132304,0
-0.39899047656743675,-0.028705488765497476,0
-0.14470665277823677,-0.012517787657336112,0
0.18559145679449585,0.0014279247601758152,0
2.132443072767623,0.06394020787870475,1
-0.12628604420725076,-0.02719821503062725,0
-0.1600724340571853,-0.032383323745483604,0
-0.07286729762715534,-0.026860343043567537,0
-0.1621089855852103,-0.03249571902065888,0
-0.2506989770542972,-0.04343447836728773,0
-0.3625260214581493,-0.04119175404247543,0
-0.16645702309754365,-0.043049921454860515,0
0.11662363929792957,-0.010725000415560609,0
-1.2673047688138106,-0.04324078211708269,0
-0.05186026861557758,-0.025942553439297945,0
2.1857599917713166,0.029922665836423754,0
-0.3872395742507325,-0.03284937869036701,0
-0.8288046765571102,-0.03304004795560827,0
2.1269749319148756,0.035938949153747915,0
-0.2170042320231238,-0.019719661391157724,0
0.07987406697471872,-0.010255610097389706,1
-0.9204494953182347,-0.02678640381660587,0
-0.34854509521825777,-0.050579934481246966,0
0.053948766022960636,-0.015230716572676252,0
-0.44972097513053916,-0.03810673731504659,0
-0.43880505894032523,-0.047803320780663065,0
-0.07416050784745122,-0.020226076800956422,0
2.2666620012221093,0.03800636695781093,0
-1.2522139219911455,-0.04735526173185296,0
-0.32761952826780105,-0.02407331415346041,0
-0.8077874647878925,-0.026902805523374346,0
-0.6564309552250754,-0.047535677990740176,0
1.9967272789400374,0.03801937891614338,0
-0.14849463862036325,-0.019481097579634756,0
1.61061747474178,0.05055871936635468,0
-0.42833718408627675,-0.04549701600300999,0
0.09080016592257277,-0.0090670135997789,0
0.2753830136651175,0.02316840843311184,0
-0.4663901493874237,-0.02290703823386314,0
-0.0754639008253872,-0.015614926608762313,0
0.2766762238854134,0.022264313162770194,0
-0.017045420243990434,-0.03330039369314787,0
-0.1257259925370439,-0.02225860134154598,0
0.2070668926575193,0.0019906150186400295,1
-1.3866263228407947,-0.033757038230815405,0
0.32953491879530195,0.015511782062489184,0
-0.568859239520001,-0.03378134148715133,0
2.185108295282349,0.01787092783632292,0
0.25029269883984967,0.01326259775374036,0
0.012199459698448377,-0.007716788631231216,1
-0.3252163974647316,-0.03735182106699221,0
-0.5657127674092023,-0.02648158378101746,0
-0.11193853869231472,-0.025008954244623648,0
-0.3261430284099829,-0.02909346465261238,0
0.017942535007478843,-0.035711593729396585,0
-0.4982316325280943,-0.06633469009476992,0
-0.20358335745343917,-0.0317412976307425,0
0.012576221731133026,-0.015450998836178804,0
-0.5350728496700664,-0.030449411303916003,0
-0.8852680676716032,-0.0446601685319302,0
0.21594625731970826,0.01624453079574209,0
